,date_MES,date_fin,event,zone_corro
9512,2006-05-20,2018-12-31,0,0
3861,2006-05-26,2018-12-31,0,1
18933,1998-06-01,2018-12-31,0,1
1709,1988-05-10,2015-07-03,1,1
15903,1991-02-05,2018-12-31,0,0
19337,1989-10-25,2018-12-31,0,0
8976,1999-06-07,2013-04-21,1,1
16415,2004-02-20,2018-12-31,0,0
17913,2002-10-25,2018-12-31,0,0
7522,2003-01-17,2018-12-31,0,0
8177,1999-09-21,2018-12-31,0,0
558,2007-11-11,2018-12-31,0,1
9409,2007-05-09,2018-12-31,0,0
19715,1999-05-02,2018-12-31,0,0
3518,2009-08-02,2018-12-31,0,1
7321,1994-02-13,2018-12-31,0,0
15540,2005-04-02,2018-12-31,0,0
10986,2003-07-16,2018-12-31,0,0
12987,1996-04-29,2018-12-31,0,0
12162,1997-08-19,2018-12-31,0,1
8329,2002-06-26,2018-12-31,0,0
17839,2002-08-28,2018-12-31,0,0
15060,1999-08-18,2018-12-31,0,0
19634,1998-04-08,2018-12-31,0,0
365,1983-10-12,2018-12-31,0,0
3988,1989-05-21,2017-10-27,1,1
17522,2007-09-04,2018-12-31,0,0
19706,1998-03-02,2018-12-31,0,0
17433,1994-04-06,2018-12-31,0,1
8729,2005-11-06,2018-12-31,0,1
5012,2002-07-06,2018-12-31,0,0
708,2008-04-27,2018-12-31,0,1
19773,2004-05-24,2015-03-29,1,1
18200,2003-09-11,2018-12-31,0,0
14689,1993-05-10,2018-12-31,0,0
9395,2004-10-26,2015-10-05,1,0
12784,1998-11-26,2018-12-31,0,0
8208,2002-09-19,2018-12-31,0,0
13285,2006-04-28,2018-12-31,0,0
12863,1990-03-06,2015-01-10,1,1
13157,1990-11-09,2018-12-31,0,1
425,2006-10-17,2018-12-31,0,0
18078,2009-05-24,2018-12-31,0,0
19070,1997-04-21,2018-12-31,0,0
16003,1996-01-05,2018-12-31,0,0
11873,1997-06-28,2016-09-09,1,1
18849,1990-10-13,2018-12-31,0,0
2498,2003-09-06,2018-12-31,0,0
5279,1995-04-04,2010-10-21,1,0
7680,2008-07-20,2018-12-31,0,0
7086,2004-04-16,2018-12-31,0,0
4864,2007-12-14,2018-12-31,0,1
3923,1995-11-24,2016-07-12,1,1
2572,2002-09-06,2018-12-31,0,0
12886,1993-12-15,2018-12-31,0,0
2223,2008-05-02,2018-12-31,0,0
12672,2000-04-03,2010-09-07,1,0
13258,2002-06-12,2018-12-31,0,0
7956,1994-07-21,2018-12-31,0,0
17635,2000-04-06,2018-12-31,0,0
10815,1991-03-22,2015-01-23,1,1
5693,2008-11-18,2018-12-31,0,0
12840,2008-05-09,2018-12-31,0,0
16102,1990-12-15,2014-01-25,1,1
14616,1993-11-11,2015-03-28,1,0
5798,2009-05-31,2018-12-31,0,1
18453,2005-07-01,2018-12-31,0,0
16410,1997-07-27,2018-12-31,0,0
12196,2003-03-08,2018-12-31,0,0
1187,1987-12-29,2018-12-31,0,1
6332,2000-01-27,2018-12-31,0,0
14075,2008-08-16,2018-12-31,0,0
11672,1998-10-23,2018-12-31,0,0
15310,1997-08-07,2018-12-31,0,0
10430,2001-10-19,2018-12-31,0,0
4485,1997-07-10,2018-12-31,0,0
19235,2007-02-04,2018-12-31,0,1
823,1995-09-26,2011-03-07,1,1
2233,1997-01-02,2018-12-31,0,0
19616,2002-05-05,2018-12-31,0,0
6642,2005-11-10,2018-12-31,0,0
8665,1996-01-19,2018-12-31,0,0
15238,2007-03-27,2018-12-31,0,0
13311,2006-09-13,2018-12-31,0,1
19682,2006-03-12,2018-12-31,0,0
13355,2002-07-18,2015-03-26,1,1
9930,2001-04-13,2018-12-31,0,1
9842,2002-12-22,2018-12-31,0,0
5057,2008-12-27,2018-12-31,0,0
5943,2005-10-11,2015-07-18,1,1
10994,2000-04-28,2018-12-31,0,0
19833,1993-03-28,2018-12-31,0,1
8515,1982-07-14,2016-01-31,1,0
17471,2005-01-14,2018-12-31,0,0
19234,2005-06-23,2018-12-31,0,0
18715,2006-08-31,2018-12-31,0,0
4889,1998-12-11,2018-12-31,0,0
6806,1995-12-14,2018-12-31,0,0
2415,1991-07-04,2018-12-31,0,0
7135,2001-11-19,2018-02-11,1,0
12702,1998-06-14,2017-07-14,1,1
7614,2001-02-22,2018-12-31,0,0
5687,2007-08-21,2018-12-31,0,0
8315,1992-06-13,2018-12-31,0,0
12981,1994-08-21,2016-05-13,1,1
13886,2002-08-11,2018-12-31,0,0
6439,2007-05-21,2018-12-31,0,1
3699,1992-09-06,2018-12-31,0,0
5562,2002-08-23,2018-12-31,0,0
455,2006-09-14,2017-06-08,1,1
9811,2007-09-16,2018-12-31,0,1
13447,2002-04-10,2018-12-31,0,1
18868,2007-06-08,2018-12-31,0,1
2525,2006-04-07,2018-12-31,0,1
9144,2001-06-16,2018-12-31,0,0
16108,2000-09-19,2018-12-31,0,0
18259,1997-10-18,2018-12-31,0,1
16236,2002-08-15,2018-12-31,0,1
8461,1998-12-19,2018-12-31,0,0
17831,2003-01-14,2018-12-31,0,0
10291,2009-01-07,2018-12-31,0,0
2137,2002-03-28,2018-12-31,0,1
11516,2003-08-20,2018-12-31,0,0
16537,2005-09-01,2018-12-31,0,1
16092,1995-03-11,2018-12-31,0,0
10363,2009-05-19,2018-12-31,0,0
19990,2000-09-07,2018-12-31,0,0
16208,2001-10-02,2018-12-31,0,0
10902,1997-04-26,2018-12-31,0,0
1744,1990-09-08,2014-09-23,1,0
12913,2002-07-04,2018-12-31,0,0
17158,2005-09-16,2018-12-31,0,1
18645,2004-06-27,2018-12-31,0,0
15669,2002-07-09,2018-12-31,0,0
17270,2001-12-11,2013-05-04,1,0
16557,2002-10-19,2010-12-13,1,1
2957,2003-01-07,2018-12-31,0,1
18405,2003-08-04,2018-12-31,0,0
363,1999-03-27,2018-12-31,0,0
18672,2006-10-12,2018-12-31,0,1
3172,2008-07-30,2018-12-31,0,0
7454,2006-01-21,2018-12-31,0,0
9934,2004-12-06,2018-12-31,0,0
5780,2005-04-11,2018-12-31,0,0
18637,2004-03-10,2011-11-07,1,1
18422,2001-01-25,2018-12-31,0,0
12852,2005-11-11,2018-12-31,0,0
15602,2006-12-09,2018-12-31,0,1
2142,2002-09-20,2018-12-31,0,0
19923,2008-03-16,2018-12-31,0,0
8201,1995-05-06,2014-03-28,1,1
13073,1998-07-22,2016-05-26,1,0
4204,2001-04-05,2018-12-31,0,0
14841,2007-11-17,2018-12-31,0,0
8251,1993-01-13,2018-12-31,0,0
13440,1995-11-05,2013-06-12,1,1
19136,1986-02-24,2012-04-25,1,0
19184,1996-07-27,2010-06-17,1,0
5541,1992-09-22,2018-12-31,0,1
3388,2000-01-21,2018-12-31,0,0
905,2000-07-08,2018-12-31,0,0
1001,2009-04-04,2018-12-31,0,0
19315,2000-11-26,2018-12-31,0,0
147,1998-01-16,2013-10-07,1,1
4139,2002-08-07,2018-12-31,0,0
9441,2003-02-14,2018-12-31,0,0
2306,2008-09-13,2018-12-31,0,0
18318,2003-07-23,2018-12-31,0,0
19980,2003-04-19,2018-05-31,1,0
16015,2000-03-16,2015-02-18,1,1
4231,1992-07-04,2018-12-31,0,0
4594,1995-01-08,2018-12-31,0,0
19202,1987-08-02,2018-12-31,0,0
5689,2005-07-25,2018-12-31,0,0
1472,1996-03-02,2018-12-31,0,0
8244,1999-09-19,2018-12-31,0,0
11311,2006-01-05,2018-12-31,0,1
16156,1979-04-23,2018-12-31,0,0
16854,2000-08-24,2016-11-20,1,1
15802,2008-10-27,2018-12-31,0,0
3266,1998-01-15,2018-12-31,0,0
15990,2003-05-01,2018-12-31,0,0
1479,2008-09-30,2018-12-31,0,0
3294,2003-11-09,2018-12-31,0,0
8384,2006-09-04,2018-12-31,0,0
12236,2008-12-22,2018-12-31,0,0
11209,2005-01-02,2018-12-31,0,1
1145,2003-06-20,2018-12-31,0,0
9639,2008-10-13,2018-12-31,0,0
18697,2002-11-16,2018-12-31,0,0
19725,1985-05-14,2012-12-13,1,1
16690,2005-04-13,2018-12-31,0,1
7877,1996-04-22,2018-09-06,1,0
17637,2002-03-17,2018-12-31,0,0
12670,2005-06-24,2013-03-11,1,0
7258,2007-03-18,2018-12-31,0,0
4671,1999-05-12,2018-12-31,0,1
1797,1999-01-19,2018-12-31,0,0
2643,2005-07-10,2013-01-11,1,1
6346,2001-10-24,2018-12-31,0,1
1268,1994-08-19,2011-08-06,1,0
19194,1998-02-18,2018-12-31,0,0
18250,1999-08-30,2018-12-31,0,0
18856,1998-09-19,2014-10-06,1,1
18777,2005-08-19,2018-12-31,0,0
3921,1996-09-17,2018-12-31,0,0
15747,2007-11-02,2018-12-31,0,0
711,1989-08-28,2018-12-31,0,0
19058,1994-11-04,2018-07-04,1,0
5305,1999-01-19,2017-12-14,1,1
2164,2009-08-24,2018-12-31,0,1
3536,1985-11-28,2012-01-28,1,1
6225,1998-03-07,2018-12-31,0,0
13703,1999-05-24,2018-12-31,0,1
4940,1995-03-31,2018-12-31,0,0
17277,2001-10-24,2018-12-31,0,0
9086,2008-07-14,2018-12-31,0,0
3596,1999-01-30,2018-12-31,0,0
5146,2007-06-10,2018-12-31,0,0
19792,1998-04-12,2013-12-25,1,1
19469,1995-07-03,2018-12-31,0,0
7122,2002-07-08,2018-12-31,0,0
1684,1999-01-08,2018-12-31,0,0
15590,2001-08-04,2011-06-21,1,1
3510,1993-11-11,2018-12-31,0,0
18902,1994-03-25,2018-12-31,0,0
4820,2006-03-20,2018-12-31,0,1
7831,1991-04-20,2012-06-02,1,1
11801,1999-10-11,2018-12-31,0,0
13563,1989-08-25,2018-12-31,0,0
5200,2009-01-26,2018-12-31,0,0
8981,1998-01-19,2018-12-31,0,0
18299,2007-10-01,2018-12-31,0,0
5159,2003-07-07,2018-12-31,0,1
9834,2000-05-11,2015-09-21,1,0
14691,2004-07-14,2018-12-31,0,0
4523,2008-09-26,2018-12-31,0,0
17302,2001-09-22,2018-12-31,0,1
14910,1995-12-09,2018-12-31,0,0
1280,2003-12-04,2012-12-11,1,1
5758,2001-04-10,2018-12-31,0,0
6324,2006-10-21,2018-12-31,0,0
13609,2006-03-19,2018-12-31,0,0
25,1994-05-15,2017-07-31,1,1
14403,2006-06-13,2018-12-31,0,0
12792,1992-11-23,2018-12-31,0,0
1186,2005-05-19,2014-12-08,1,0
3319,2002-03-27,2018-12-31,0,1
12899,2004-02-14,2018-12-31,0,0
5556,2003-06-10,2018-12-31,0,0
15882,2007-06-24,2018-12-31,0,1
11829,2004-08-28,2018-12-31,0,0
3368,2004-09-24,2011-09-27,1,1
8693,1998-08-29,2017-09-09,1,0
12409,1994-06-29,2018-12-31,0,1
5353,2005-05-10,2018-12-31,0,1
4339,2006-04-26,2018-12-31,0,0
9679,2003-07-30,2014-07-11,1,1
4925,1995-02-01,2017-01-04,1,1
10278,2006-06-04,2018-12-31,0,1
2632,2007-11-08,2012-07-23,1,1
10284,2004-11-07,2018-12-31,0,0
4904,2006-10-04,2018-12-31,0,0
4406,1995-07-28,2018-12-31,0,0
8466,2002-12-28,2018-12-31,0,0
7381,2000-02-17,2018-12-31,0,0
5303,2002-09-10,2018-12-31,0,1
11914,2005-12-12,2018-12-31,0,1
8472,2005-09-10,2018-12-31,0,0
12955,1984-03-07,2018-12-31,0,0
19107,1986-12-31,2012-04-09,1,1
18710,2003-12-23,2018-12-31,0,0
4634,2007-08-29,2018-12-31,0,0
11337,1985-11-14,2018-12-31,0,0
15312,2002-09-04,2018-12-31,0,0
13065,1994-08-05,2018-12-31,0,0
13981,1986-07-28,2013-01-13,1,1
9858,2007-05-15,2018-12-31,0,0
14513,2002-01-03,2018-12-31,0,0
12924,2005-04-18,2018-12-31,0,0
3831,1993-11-15,2018-12-31,0,0
581,2004-01-18,2018-12-31,0,0
3935,2001-11-27,2013-03-20,1,0
16638,2006-05-23,2018-12-31,0,0
1023,1999-06-16,2018-12-31,0,0
14065,1997-08-02,2018-12-31,0,0
6783,2004-04-03,2015-08-13,1,0
10992,2008-02-23,2018-12-31,0,0
9064,2002-10-29,2018-12-31,0,0
8327,2000-01-10,2018-12-31,0,1
575,2008-08-07,2012-06-06,1,1
14698,1993-08-15,2018-12-31,0,1
16626,1998-12-13,2018-12-31,0,0
17078,1999-03-23,2015-06-12,1,1
3223,2008-08-29,2014-11-16,1,0
17677,2005-04-12,2018-12-31,0,1
7657,1998-05-03,2018-12-31,0,0
2308,2006-06-21,2018-12-31,0,0
6383,2007-12-09,2018-12-31,0,0
13215,2005-04-17,2014-04-19,1,0
2427,2000-07-26,2018-12-31,0,0
18791,1999-06-09,2018-12-31,0,0
15724,1988-05-21,2014-03-14,1,1
10720,2009-01-25,2018-12-31,0,1
11401,2005-07-03,2014-04-22,1,1
10722,2000-01-10,2018-12-31,0,0
7206,2002-01-23,2018-12-31,0,0
3715,2000-05-02,2018-12-31,0,0
772,2007-01-13,2018-12-31,0,1
17409,2009-07-20,2018-12-31,0,0
16801,2008-08-15,2018-12-31,0,1
506,1999-12-16,2018-12-31,0,0
8254,2002-10-18,2018-12-31,0,0
15324,1999-01-23,2015-11-15,1,1
4165,1997-09-18,2018-12-31,0,0
18660,2005-11-11,2018-12-31,0,0
18391,2006-10-29,2018-12-31,0,0
16630,2008-07-13,2018-12-31,0,1
12397,2000-04-04,2018-12-31,0,0
19986,1989-10-01,2018-12-31,0,1
17411,1995-01-05,2018-12-31,0,0
12620,2006-08-18,2018-12-31,0,0
3914,1996-12-31,2016-07-13,1,1
9520,2009-02-02,2018-12-31,0,0
12104,2004-11-03,2018-12-31,0,1
4110,2004-03-09,2018-12-31,0,1
1691,2001-07-21,2018-02-22,1,0
1961,2007-05-28,2018-12-31,0,0
14144,2007-07-07,2018-12-31,0,0
10490,2003-01-31,2018-12-31,0,0
14451,2008-01-29,2018-12-31,0,1
8439,1991-11-08,2018-08-03,1,0
345,1999-12-15,2014-03-16,1,1
3306,2000-02-15,2018-12-31,0,0
312,2009-02-13,2018-12-31,0,0
5609,1996-10-19,2018-12-31,0,0
17811,2005-06-06,2018-12-31,0,0
5372,2000-08-13,2018-12-31,0,0
2246,2008-05-05,2018-12-31,0,0
3453,2009-09-21,2018-12-31,0,0
5551,2004-06-24,2018-12-31,0,0
9291,2008-11-09,2018-12-31,0,0
17664,2000-02-29,2013-10-10,1,0
471,2008-03-22,2018-12-31,0,1
17697,2002-12-05,2018-12-31,0,1
12046,1998-06-30,2014-12-04,1,0
1333,2006-09-24,2018-12-31,0,0
8422,1998-12-03,2014-11-27,1,1
8510,2005-04-17,2018-12-31,0,0
2569,1995-01-08,2018-12-31,0,0
4310,2002-04-20,2018-12-31,0,0
17609,1991-12-12,2012-04-02,1,0
13673,2005-05-04,2018-12-31,0,1
14752,2009-09-10,2018-12-31,0,0
15112,2001-08-07,2018-12-31,0,1
2610,2001-09-22,2018-12-31,0,0
8687,1998-01-13,2018-12-31,0,0
3807,2001-09-20,2017-10-29,1,0
3069,2008-09-08,2018-12-31,0,0
19823,1999-04-18,2015-04-07,1,0
17445,2005-07-26,2018-12-31,0,0
4467,1993-09-25,2014-02-12,1,1
896,2001-01-06,2018-12-31,0,0
16198,2009-10-15,2018-12-31,0,0
6325,1986-05-07,2013-10-23,1,1
13069,1992-06-26,2018-12-31,0,0
7311,2002-05-08,2018-12-31,0,0
7658,1997-12-14,2018-12-31,0,1
17571,2006-06-25,2018-12-31,0,0
16824,1998-11-18,2018-12-31,0,0
17899,2004-06-08,2018-12-31,0,0
11133,2000-07-27,2018-12-31,0,0
11195,2008-06-12,2018-12-31,0,1
7906,1997-03-10,2018-12-31,0,0
12255,1997-04-13,2017-09-26,1,1
3999,2006-03-08,2018-12-31,0,0
2976,2009-11-24,2018-12-31,0,0
19632,2001-01-02,2018-12-31,0,0
11708,2005-02-25,2018-12-31,0,0
6972,1996-03-30,2012-01-16,1,1
3584,2008-03-19,2018-12-31,0,0
2597,2003-03-16,2018-12-31,0,0
6420,2008-05-02,2018-12-31,0,0
948,2000-02-14,2015-12-01,1,1
9131,1988-11-01,2018-12-31,0,0
6384,2006-01-04,2018-12-31,0,0
4038,2005-05-31,2018-12-31,0,1
8655,2006-10-12,2018-12-31,0,0
2607,1997-05-25,2011-03-03,1,1
18936,2004-07-25,2018-01-28,1,0
10728,2002-07-26,2018-12-31,0,0
6387,2006-12-29,2018-12-31,0,0
546,1985-11-17,2016-02-20,1,0
11808,2002-02-05,2018-12-31,0,0
7446,2006-05-27,2018-12-31,0,0
13270,2008-07-18,2018-12-31,0,0
19734,2004-12-17,2018-12-31,0,0
7879,2007-06-20,2018-12-31,0,0
13096,2005-07-01,2018-12-31,0,1
7355,2004-03-25,2018-12-31,0,0
5193,2009-08-12,2018-12-31,0,0
7974,1991-07-17,2014-04-27,1,0
17645,1998-11-14,2015-10-17,1,1
18066,2006-12-18,2018-12-31,0,0
3658,2002-12-30,2018-12-31,0,0
6452,2005-01-24,2018-12-31,0,0
16244,2007-06-13,2018-12-31,0,0
13414,1980-11-11,2011-01-18,1,0
13510,1998-11-21,2018-12-31,0,0
16019,2000-07-31,2018-12-31,0,0
1446,1994-03-20,2018-02-19,1,0
2693,2002-02-16,2018-12-31,0,0
5171,2003-07-23,2018-12-31,0,0
2969,2007-10-08,2018-12-31,0,1
2478,2003-08-08,2016-10-13,1,1
6362,1999-08-23,2018-12-31,0,0
6412,2001-10-25,2018-12-31,0,0
9775,1996-03-24,2018-12-31,0,1
4711,2005-04-28,2015-12-13,1,1
15576,1998-01-12,2018-12-31,0,0
17006,1987-10-06,2018-12-31,0,0
13033,2004-06-24,2018-12-31,0,0
504,2000-07-31,2018-12-31,0,1
14469,2006-05-07,2018-12-31,0,1
6837,2005-04-19,2018-12-31,0,1
8428,1988-06-09,2018-12-31,0,0
2721,2008-01-06,2018-12-31,0,1
4840,1994-08-09,2018-12-31,0,0
10418,2006-04-01,2017-10-17,1,0
9675,2002-09-07,2018-12-31,0,0
1490,2008-06-22,2018-12-31,0,0
14341,2009-01-20,2018-12-31,0,0
11774,2003-08-31,2018-12-31,0,0
15828,1994-08-31,2015-06-22,1,1
9983,1999-03-25,2018-12-31,0,0
14881,2002-10-19,2018-12-31,0,0
4361,1988-09-05,2014-10-31,1,1
7603,2001-06-02,2018-12-31,0,0
2251,1997-05-12,2018-12-31,0,0
9514,1995-12-25,2018-08-20,1,0
2126,2000-01-24,2018-12-31,0,0
18101,1989-04-14,2018-12-31,0,0
19952,2004-12-19,2018-12-31,0,0
5767,2008-01-03,2018-12-31,0,0
5129,1994-02-22,2018-12-31,0,0
7343,2003-12-14,2018-12-31,0,0
2146,2009-03-09,2018-12-31,0,0
2113,2001-05-06,2018-12-31,0,0
683,2008-09-11,2018-12-31,0,0
19474,1993-06-09,2018-12-31,0,0
11650,2004-06-22,2018-12-31,0,0
7305,1997-02-16,2018-12-31,0,0
4126,1997-03-21,2018-12-31,0,1
12357,2002-07-18,2018-12-31,0,1
4745,2002-01-27,2018-12-31,0,0
16062,2009-08-02,2018-12-31,0,0
7665,1997-12-07,2018-12-31,0,0
9615,2007-10-31,2018-12-31,0,1
19544,2008-05-19,2018-12-31,0,0
7298,2007-01-03,2018-12-31,0,0
7970,2004-03-28,2018-12-31,0,0
15542,1988-05-27,2015-06-08,1,1
17739,2006-12-19,2014-04-19,1,1
19480,2006-10-11,2018-12-31,0,0
5512,1998-01-28,2018-12-31,0,0
16587,2007-10-04,2018-12-31,0,0
3428,2003-10-29,2018-12-31,0,0
15110,1999-10-19,2018-12-31,0,0
6352,1999-10-07,2018-12-31,0,0
18071,1999-01-10,2012-01-07,1,0
2645,1985-08-14,2017-09-02,1,1
1892,1992-10-04,2018-12-31,0,0
388,2005-02-10,2018-12-31,0,0
12858,1985-10-06,2018-12-31,0,0
5236,2001-01-05,2018-12-31,0,0
5728,1987-01-19,2018-12-31,0,0
10058,2005-09-23,2018-12-31,0,0
5097,2003-03-01,2018-12-31,0,1
5235,1999-11-14,2018-12-31,0,0
16327,2002-07-18,2018-12-31,0,0
1191,2002-11-21,2018-12-31,0,0
1609,1994-01-23,2018-12-31,0,0
8111,2005-10-27,2018-12-31,0,0
17121,2002-11-11,2018-12-31,0,0
19248,1997-02-15,2018-12-31,0,1
10238,2009-03-06,2015-05-11,1,1
10255,2001-07-02,2018-12-31,0,0
582,2001-09-08,2018-12-31,0,0
3013,2005-02-16,2017-02-03,1,1
3084,2002-04-27,2011-04-23,1,1
6462,2002-05-27,2018-12-31,0,0
13305,2004-10-27,2018-12-31,0,0
17312,2005-08-06,2016-12-11,1,0
19609,2008-05-06,2018-12-31,0,0
15881,2005-07-21,2018-12-31,0,0
2463,2001-05-27,2018-12-31,0,0
90,2002-06-22,2012-10-22,1,1
16014,2005-10-26,2018-12-31,0,0
3345,1999-04-15,2018-12-31,0,0
11113,2000-02-08,2018-12-31,0,0
10756,1997-11-15,2014-02-09,1,0
2802,1990-05-26,2018-12-31,0,1
11906,2005-11-30,2017-07-23,1,1
2145,1997-05-11,2018-12-31,0,0
6735,2007-07-26,2016-05-13,1,1
11036,1989-04-18,2018-12-31,0,0
5680,2001-02-17,2018-12-31,0,0
18907,2004-05-17,2018-12-31,0,0
3567,1991-09-23,2011-03-24,1,1
18526,2006-12-19,2018-12-31,0,1
9611,2002-06-05,2018-12-31,0,0
4486,1999-08-03,2018-12-31,0,0
6256,2000-01-13,2014-02-07,1,1
15858,1988-08-10,2018-12-31,0,0
5071,1978-07-05,2010-02-19,1,1
7205,1991-04-17,2013-05-24,1,1
3001,2007-07-21,2018-12-31,0,0
11985,1995-05-20,2018-12-31,0,0
767,2002-08-24,2018-12-31,0,0
7283,1999-08-26,2018-12-31,0,0
5079,2005-06-14,2018-12-31,0,0
18393,1979-05-14,2013-12-31,1,0
15286,1996-06-30,2010-08-28,1,1
14124,2007-10-15,2018-12-31,0,0
10468,1998-02-04,2018-12-31,0,0
6497,1987-02-12,2018-12-31,0,0
9465,2000-05-09,2018-12-31,0,0
16332,1998-09-28,2013-01-23,1,1
19048,1996-04-28,2018-12-31,0,1
442,2006-01-11,2018-12-31,0,1
11393,1998-08-06,2018-12-31,0,1
11219,2008-09-19,2018-12-31,0,1
13328,1999-12-19,2018-12-31,0,0
17152,2005-09-08,2018-12-31,0,0
7128,2003-07-03,2018-12-31,0,0
10628,1995-08-17,2018-12-31,0,0
7138,2007-04-06,2018-12-31,0,0
18239,1999-03-14,2018-12-31,0,1
17137,2009-10-16,2018-12-31,0,0
11232,1997-05-21,2018-12-31,0,0
16691,2000-05-26,2018-12-31,0,0
15798,2002-09-08,2018-12-31,0,1
14490,2003-11-05,2018-12-31,0,0
321,2001-04-30,2014-05-07,1,1
1930,2001-09-18,2015-09-11,1,1
12505,2007-03-02,2018-12-31,0,0
8372,2004-03-21,2018-12-31,0,0
17481,1998-01-29,2015-05-15,1,0
3974,1998-05-06,2018-12-31,0,0
11657,2007-03-16,2018-12-31,0,0
2861,2004-04-03,2018-12-31,0,0
19041,2003-03-26,2018-12-31,0,0
10826,2008-12-20,2018-12-31,0,0
17643,2009-01-05,2018-12-31,0,0
5757,1998-08-18,2018-12-31,0,0
15876,2006-04-10,2018-12-31,0,0
15621,2005-02-09,2018-12-31,0,0
18864,1987-05-17,2011-06-09,1,0
15432,2003-11-08,2018-12-31,0,0
627,2007-09-16,2018-12-31,0,0
7247,2000-07-18,2018-12-31,0,1
16908,1999-01-04,2018-12-31,0,0
3640,1989-12-10,2018-12-31,0,0
1448,2007-05-09,2018-12-31,0,0
18969,2006-10-19,2018-12-31,0,1
3070,1997-10-29,2017-11-19,1,1
8602,2002-02-08,2018-12-31,0,0
17900,2000-08-15,2016-03-20,1,1
4663,2001-04-10,2017-12-10,1,0
17916,2006-04-16,2016-07-30,1,0
7197,2005-06-03,2018-12-31,0,0
7073,2005-03-10,2018-12-31,0,0
12637,2000-11-22,2018-12-31,0,0
735,1991-12-09,2017-03-24,1,0
12573,1992-07-03,2018-12-31,0,0
6890,2009-06-27,2018-12-31,0,0
12385,2000-08-29,2015-01-09,1,0
14190,1998-01-20,2018-12-31,0,0
3426,1992-12-17,2018-12-31,0,0
2058,2006-12-30,2018-12-31,0,1
8667,2007-02-22,2018-12-31,0,1
16541,2008-07-11,2018-12-31,0,0
3018,2001-12-28,2018-12-31,0,0
2644,1990-11-17,2018-12-31,0,0
10896,2000-01-30,2018-12-31,0,0
3647,1995-08-18,2018-12-31,0,0
1740,2007-09-12,2018-12-31,0,0
11939,2007-09-16,2018-12-31,0,0
10527,2003-12-03,2016-08-23,1,0
16658,2003-04-04,2018-12-31,0,0
9955,1995-02-05,2018-12-31,0,0
18997,2005-12-31,2018-12-31,0,0
3867,2002-01-22,2013-01-16,1,0
13465,1988-07-28,2014-01-09,1,1
19631,2005-05-25,2018-12-31,0,0
16412,2004-12-18,2018-12-31,0,0
14051,1996-01-18,2018-12-31,0,0
7482,1996-10-10,2018-12-31,0,0
18040,2001-04-08,2018-12-31,0,0
13427,1994-10-17,2018-12-31,0,1
12030,2006-02-01,2018-12-31,0,1
17923,2009-10-30,2018-12-31,0,0
7301,2002-07-20,2018-12-31,0,0
9362,2009-02-23,2018-12-31,0,0
2045,2005-10-19,2010-07-28,1,1
12764,2004-06-09,2018-12-31,0,0
6606,1999-11-14,2011-03-21,1,0
5138,1999-02-05,2018-12-31,0,0
5490,2004-11-06,2018-12-31,0,0
19892,2008-07-09,2018-12-31,0,0
960,1999-07-19,2018-12-31,0,1
10599,2007-10-13,2018-12-31,0,1
8151,2009-06-07,2018-12-31,0,0
19262,1997-11-13,2018-12-31,0,1
7425,1994-03-08,2018-12-31,0,0
3665,2008-01-02,2018-12-31,0,0
7578,2001-10-28,2018-12-31,0,0
5876,2003-03-18,2018-12-31,0,0
11697,2006-10-25,2015-08-04,1,1
13422,2000-11-17,2018-12-31,0,0
11293,2000-10-10,2018-12-31,0,0
14529,2001-09-29,2018-12-31,0,0
4447,2006-01-12,2018-12-31,0,1
3951,2003-11-06,2018-12-31,0,0
8393,2000-07-02,2016-06-12,1,1
19,2004-11-02,2016-08-06,1,1
2793,1993-11-14,2018-12-31,0,0
12569,1999-01-01,2018-12-31,0,0
9673,1986-10-08,2012-04-17,1,1
4271,2009-06-03,2018-12-31,0,1
7187,2008-12-08,2018-12-31,0,1
1906,2004-10-23,2018-12-31,0,0
9371,2000-10-03,2018-12-31,0,0
8367,1994-08-01,2018-12-31,0,0
10319,1979-07-14,2011-03-29,1,1
11890,2002-12-24,2018-12-31,0,1
19121,2006-09-02,2018-12-31,0,0
14845,1989-10-22,2018-12-31,0,0
10662,2000-11-21,2018-12-31,0,0
5066,2003-12-22,2018-12-31,0,1
19547,2009-05-07,2018-12-31,0,0
9767,2004-05-25,2018-12-31,0,0
614,1993-09-04,2018-12-31,0,0
8200,2004-09-05,2018-12-31,0,0
12166,2006-02-28,2018-12-31,0,0
5030,2007-11-23,2018-12-31,0,0
744,2007-08-04,2018-12-31,0,0
19862,1994-04-05,2018-12-31,0,0
11730,2002-10-10,2018-12-31,0,0
8353,2001-05-03,2018-12-31,0,1
13504,1995-05-05,2015-01-22,1,1
2215,1998-09-20,2018-12-31,0,0
14071,2001-11-03,2012-02-10,1,1
15771,2004-12-09,2011-12-23,1,1
4519,1993-02-24,2018-10-09,1,1
18109,2000-04-04,2016-03-30,1,0
15543,1992-04-03,2018-12-31,0,0
13525,1992-10-20,2018-12-31,0,0
2350,1993-09-29,2018-04-01,1,1
1164,2004-07-03,2018-12-31,0,0
5869,1999-01-20,2018-12-31,0,0
19157,2007-05-30,2018-12-31,0,1
13457,1997-10-14,2018-12-31,0,0
17416,2005-04-03,2018-12-31,0,0
10014,1996-12-04,2018-12-31,0,0
19386,2000-04-10,2018-12-31,0,0
16338,2007-03-29,2018-12-31,0,0
